0,0
1,0
2,0
3,0
4,0
5,1e-06
6,1e-06
7,0
8,1e-06
9,0
10,1e-06
11,1e-06
12,2e-06
13,2e-06
14,4e-06
15,1.4e-05
16,8e-06
17,1.3e-05
18,2e-05
19,3.3e-05
20,5.3e-05
21,8.6e-05
22,0.000138
23,0.000224
24,0.000419
25,0.000584
26,0.000946
27,0.001585
28,0.002515
29,0.004118
30,0.007366
31,0.011812
32,0.019234
33,0.032107
34,0.052273
